test_id,seed,num_threads,threads_per_core,algorithm,num_users,ramp,avg_cpu,stdev_cpu
43,943,60,off,leastconn,2000,60,52.00405054211843,29.094510875858248
44,943,60,off,leastconn,2000,60,54.16666469298246,26.689092074714807
45,943,60,off,leastconn,2000,60,56.20170582226762,26.070418994124807
46,943,60,off,leastconn,2000,60,55.61848516439455,25.12220614780773
47,943,60,off,leastconn,2000,60,56.4420052246604,25.68923225222008
48,943,60,off,leastconn,2000,60,54.12377534364261,27.406116483799075
49,943,60,off,leastconn,2000,60,49.08063065179096,31.474752058766697
50,943,60,off,leastconn,2000,60,47.92205042016807,29.684514062809196
51,943,60,off,leastconn,2500,60,54.878230968726164,26.873772386435192
52,943,60,off,leastconn,2500,60,61.37542115027829,24.87406082741853
53,943,60,off,leastconn,2500,60,54.88045193171608,25.204339229499134
54,943,60,off,leastconn,2500,60,54.565871062271064,24.702105616940383
55,943,60,off,leastconn,2500,60,58.93936534653466,24.278017259467102
56,943,60,off,leastconn,2500,60,52.173734375,27.8772163154263
57,943,60,off,leastconn,2500,60,60.773854456654455,21.86306701986912
58,943,60,off,leastconn,2500,60,60.67201575757576,24.343410646027625
59,943,60,off,leastconn,2500,60,57.85255462885738,25.859832976864357
60,943,60,off,leastconn,2500,60,59.09566266895108,24.36304518581987
61,943,60,off,leastconn,3000,60,60.77736820480405,22.072472007061307
62,943,60,off,leastconn,3000,60,61.12377586206897,22.945099567126807
63,943,60,off,leastconn,3000,60,61.21593281608182,21.6671744875751
64,943,60,off,leastconn,3000,60,61.43154594594594,22.602337253362336
65,943,60,off,leastconn,3000,60,65.41946517369071,22.846127841424973
66,943,60,off,leastconn,3000,60,63.591309734513274,23.36011426750989
67,943,60,off,leastconn,3000,60,62.0313002038736,21.947634512700738
68,943,60,off,leastconn,3000,60,57.969049677419356,24.57693036505445
69,943,60,off,leastconn,3000,60,65.83798732673267,20.051717354737953
70,943,60,off,leastconn,3000,60,63.94271284540702,20.850229246208773
71,943,60,off,leastconn,3500,60,68.25677064220184,18.348074346060635
72,943,60,off,leastconn,3500,60,64.67827586206897,20.255229141546284
73,943,60,off,leastconn,3500,60,63.87055179625984,22.5288689581844
74,943,60,off,leastconn,3500,60,64.58847960980897,21.103894202502364
75,943,60,off,leastconn,3500,60,74.55334,18.199210630216907
76,943,60,off,leastconn,3500,60,72.07325805860806,19.67785610524422
77,943,60,off,leastconn,3500,60,63.91752350532351,20.59655864837705
78,943,60,off,leastconn,3500,60,65.07993878231859,19.26135872477311
79,943,60,off,leastconn,3500,60,63.13933053445289,21.67094424530914
80,943,60,off,leastconn,3500,60,72.71669306930693,17.115076611425355
81,943,60,off,leastconn,4000,60,73.81805660377358,14.025021753114299
82,943,60,off,leastconn,4000,60,70.25844663865546,16.94387756007812
83,943,60,off,leastconn,4000,60,67.15735858064517,17.9881726118688
84,943,60,off,leastconn,4000,60,66.14506349206349,18.695527086153536
85,943,60,off,leastconn,4000,60,64.96870414064307,19.960978622121306
86,943,60,off,leastconn,4000,60,74.78686486486487,15.224275649049037
87,943,60,off,leastconn,4000,60,72.74245645086167,15.621356249209432
88,943,60,off,leastconn,4000,60,77.01796330275229,16.94031561505815
89,943,60,off,leastconn,4000,60,69.37579530638853,17.141528003744902
90,943,60,off,leastconn,4000,60,62.842915325895476,20.014774395936605
