test_id,seed,num_threads,threads_per_core,algorithm,num_users,ramp,avg_cpu,stdev_cpu
56,128,60,off,static-rr,2500,60,47.30076923076923,37.58713991834559
57,128,60,off,static-rr,2500,60,46.32003408699079,36.93558479517471
58,128,60,off,static-rr,2500,60,47.912587064676615,38.31872325807137
59,128,60,off,static-rr,2500,60,46.32535461856118,38.07862680350877
60,128,60,off,static-rr,2500,60,45.94511266352695,36.47043986080418
61,128,60,off,static-rr,3000,60,48.93150510962467,35.882208168514836
62,128,60,off,static-rr,3000,60,50.10267194029851,36.159390317079094
63,128,60,off,static-rr,3000,60,49.68745431542142,36.88043175881359
64,128,60,off,static-rr,3000,60,48.443360993392574,35.52018091198292
65,128,60,off,static-rr,3000,60,49.19403620511305,35.15667793131577
66,128,60,off,static-rr,3000,60,47.35279529456051,36.56512851682365
67,128,60,off,static-rr,3000,60,48.92985221674877,35.884121484887544
68,128,60,off,static-rr,3000,60,48.417922746781116,37.87277574567662
69,128,60,off,static-rr,3000,60,47.011534091779666,35.64419013265649
70,128,60,off,static-rr,3000,60,46.3190480349345,36.161152883614534
71,128,60,off,static-rr,3500,60,52.01854149098022,34.74910343737826
72,128,60,off,static-rr,3500,60,49.902235555555556,34.76032437675439
73,128,60,off,static-rr,3500,60,52.40093535745048,35.448010523605944
74,128,60,off,static-rr,3500,60,52.32878489671823,35.49801285413168
75,128,60,off,static-rr,3500,60,52.62536893203884,34.154251838516224
76,128,60,off,static-rr,3500,60,51.15140587833219,33.431377072363915
77,128,60,off,static-rr,3500,60,52.45962019744961,36.74296576109717
78,128,60,off,static-rr,3500,60,51.64858422184196,34.39705910799624
79,128,60,off,static-rr,3500,60,50.66524854425872,34.60746947323538
80,128,60,off,static-rr,3500,60,51.23453270259152,35.38587053082058
81,128,60,off,static-rr,4000,60,54.10929587834838,34.40911475400009
82,128,60,off,static-rr,4000,60,53.62225499482019,35.05538982758894
83,128,60,off,static-rr,4000,60,52.42619246861925,33.87319846912352
84,128,60,off,static-rr,4000,60,56.39919694391002,33.26780871625328
85,128,60,off,static-rr,4000,60,56.64932240963856,34.49183564411785
86,128,60,off,static-rr,4000,60,56.08328315911731,35.20543165111817
87,128,60,off,static-rr,4000,60,57.0329387755102,34.30425180220796
88,128,60,off,static-rr,4000,60,55.36859961645746,33.770139470276305
89,128,60,off,static-rr,4000,60,55.880152456239415,33.8242254518226
90,128,60,off,static-rr,4000,60,56.39727563279681,34.30569696471951
